product,avgRating,reviews,color
Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,4.571428571428571,Changes the whole look of the Echo ... after i purchased i think i should have gone with the tan leather. But blue is my favorite color and it adds a bit of a pop to a mundane looking black disk! The texture is also really nice feel and look to it!,tan
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"This Amazon tap is not only a great Bluetooth speaker, which is half of the reason I bought it for. But it also has some awesome voice control. I bought a wemo switch, plugged it into an old lamp, setup some commands with ittt, and in 5 minutes I was using my Amazon tap to control a lamp. Pretty cool. I love this Amazon tap it is light, portable, smart, has a great dock so I don't have to fuss with cables, and it has a 9 hour battery life, so I can go all day playing music.Being a Google play music subscriber The only thing missing from this speaker IMO, is a way to wirelessly stream my Google play music to this device using Alexa that is built in. You can use iHeartRadio, Pandora, Spotify, prime music, heck even Apple iTunes got some love, but no Google play music. Come on Amazon show me some love. I pay 15 dollars a month for a family plan which gives me and 5 family members access to Google play music and YouTube red. So it would be nice to use it on my tap. But alas the Amazon tap is a Bluetooth speaker so I can always use my phone as a streaming device, or hook my phone up through the aux port as well. But all in all this is a great speaker, that can do everything any Bluetooth speaker on the market can do plus a little bit extra.",red
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,Before I bought this I had a blue tooth speaker and an iPod touch. Both of which had to be charged and turned on etc. now I just tell Alexa to play music.,blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,It has a good sound. The battery last long and it connects easily to WiFi and blue tooth. But you have to touch a button before you speak to it.,blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,I enjoy it. It's gray for reading and working out.,gray
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"I absolutely LOVE my Amazon TAP. It in my opinion is the best blue-tooth speaker around and with the added skills when on wifi, the TAP is better than the Echo! Portable - YES! Sound Quality - OFF THE CHARTS! I blue-tooth this to my computer and listen to movies with GREAT Dolby sound quality. The battery life has been tested during a camping trip. 8 hours and it kept the charge! It's also easy to recharge it without the stand. Very Cool. BEST BUY's PRICE made it ALL THE BEST BUY OF THE CHRISTMAS SEASON! I picked up the item same day at a local Best Buy. The Experience was 1 - 2 - DONE. Very convenient, very helpful. I would recommend this to ALL my friends!!!",blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,Black
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,The only thing I have to recommend is that it will not hook up with a blue tooth device. Why is that?,blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"We have had the full-size Echo for over a year, and I love it. The Tap requires you to push the button before Alexa responds to your requests, so that takes a little getting used to after using the big Echo's voice activated requests. The Tap speaker is not as good as the big Echo, but it is a nice portable blue tooth speaker that holds a battery charge. Overall, I really like this...and I found it at best buy for $78!",blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"Small, portable works as a blue tooth speaker when I take it away from home with me.",blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"The Ultimate Bluetooth speaker...I have multiple Amazon Echos and a Whole Echo System set up in my house. I Love Everything Amazon...I can't stand Apple but now I know how they feel...I am a Cult Member of Amazon!!! LOL So anyway...I have been trashing this device...The Tap...because it does not have the always on feature and that is one of the things I like most about the Echo. The only flaw of the Echo is it is not portable..I tried the Triby but I did not like it...more for little kids. So on Black Friday the Amazon Tap was on super sale so I bought it. The Tap is smaller than I thought it was...about 2/3rd the size of the Echo..which is perfect for portability...But don't let the size fool you the sound is only short of Bose when it comes to volume and sound quality. Important note...You don't have to have an Echo to use this device...just The Alexa App on your smart phone. The Tap does everything the Echo does..It is an Amazing Bluetooth speaker...AND IT""S PORTABLE!!! Automatically switches/remembers different WiFi areas and can be used with a Hot Spot. The Most Amazing thing about the Whole Amazon Echo System is that Amazon keeps making enhancements and partnerships weekly. Meaning something it would not do two weeks ago it now does...Some things Even better than Google Now...and Light Years ahead of Siri. The Tap is my new favorite device...it is PERFECT!!! The only flaw is that it IS NOT waterproof...Amazon if you are listening make the next Tap waterproof!!!",Black
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"great device to listen to music,best blue tooth on the market today,I highly recommend it",blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"It takes me a few tries to figure out how to connect to internet and then change it to blue tooth when needed. Overall , once it's set up it's super easy to use. Works best if you have Spotify premium. Voice recognition is good and it improves over time. Sound quality is good. Battery is really good.",blue
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.531481481481482,"As a bluetooth speaker, the Tap rocks! The sound quality is excellent, plenty loud when needed, and excellent quality with no stutters in streaming. I bought this one instead of the Echo because it is portable, and I can lug it from room to room. The charging stand is very convenient, and the Tap stays there most of the time. Having to press the button to activate each of the voice commands is not an issue for me, but is something to consider. (If you want hands free use, you may want the big brother Echo device, which is hands free, but tethered in place by a power cord, so not portable). The feel of the Tap with the black fabric cover is nice, and will not slip out of your hand. The fabric is like tough upholstery cover, so it won't stain or be easy to damage, but is quite attractive. I am glad they did that, as bare plastic would be easy to drop. I found it easy to pair with bluetooth and wireless, and it works as advertised! I mostly just use it for playing music and asking Alexa silly questions for fun! I occasionally use it for shopping lists, which shows up on my phone, and checking the weather. Who knows what the future holds,when I have time to sit down and really learn all that it can do? I understand that Amazon plans to add more Alexa skills all the time, and if one got into smart house control with compatible products, the Tap would eliminate all remotes, which I already have too many of. I think it is a really fun, cool item, and I am glad I got it! It is so much fun to use voice commands instead of typing, especially the tiny smart phone typing ! I could get used to this! I have the Alexa app on my phone, which allows certain voice commands to show up on my phone, like shopping lists, to do lists, calendar. The Tap can also check traffic, weather, movies, etc directly through Wi Fi, no phone needed. However, the Alexa phone app actually helps you figure out what you can do with the Tap. The Tap can read Audible and some kindle ebooks to you as well! BTW, I haven't had any problems having it understand me, which is amazing, since I grew up in Texas and expected a problem with my accent. Obviously, this item is ideal for people who are Amazon Prime members, so you can stream Prime Music, although it also streams Pandora and other music services, and does many things without any connection to Amazon. I guess the most unique thing about the Tap is its ability to stream wi fi music directly, without a computer or phone driving it - that and the voice control. I have paid more for smaller ""just"" bluetooth speakers, so to me, this was a super deal, and continues to be a source of fun and entertainment!",black
Amazon Kindle Oasis Premium Leather Battery Cover - Black,4.428571428571429,"Edit 6/15/17 After three months of use, I still don't love it. It works well, no complaints, but it marks up easily and the sides began flaking off. My original black cover had shown signs of wear due to repeatedly falling asleep with it folded back. I was much more careful with the merlot, and it showed more signs after a shorter period of time. And the flaky thing along the sides looks and feels just cheap. And for 90, I would expect real leather. So I switched back to my original black cover and I'm just letting it age with the device. I guess the plus side is that the merlot made me like the black cover more, but the downside is it cost 90 to do so. Ridiculous.As stated in the title, I love my Oasis. I've had it for about six months and, with the exception of the defective first one I received which was promptly replaced, I haven't had a problem out of it. I had gotten the black cover because black is my default choice, always. However, a couple of months ago I had gotten a screen protector and skin for the Oasis, and I just wasn't feeling the black cover anymore. I had considered the merlot (I think the walnut would feel nicer to the touch, but I despise brown leather) so I gave in after much consideration and ordered it. It didn't arrive with the bundle of things that it was supposedly shipped with, but after a quick call to customer service I had a new tracking number. It finally arrived today. I am disappointed to say that I don't love it. It smells funny, as I done remember my original doing. The color is duller than in the picture. Maybe my expectations had overblown due to the wait and the whole two tracking numbers thing, but I just don't love it.Read more",black
Kindle Oasis E-reader with Leather Charging Cover - Walnut,4.0,"I have owned literally (and I mean literally) every Kindle since the first one. All the keyboard versions that followed the first one, the Touch, the Paperwhite, the Voyage. All the Fires since the first one, all the different sizes from 10 to 6 and every gen in between. (I know, I am a little crazy.) Many of these are still in use among family members and my habit was to switch between Fires depending on mood. My last attempt was an iPad Mini, used only as an eReader, and for the first time in many years I bought books from somewhere other than Amazon, because I found the iBooks experience so pleasant. Bottom line... I was always seeking a Kindle that fit all my needs as a book and nothing more. Stop the press. I have found it.Lets put a little context around this. I eventually migrated to the Fires because although I liked the eInk for reading, I also liked to see more detail on book covers and black and white didn't seem to offer that. The Paperwhite and it's successors got closer, so that even without color the detail was sufficient to make browsing by cover satisfactory (something I have always done, even with real books).Still though, what I didn't like about the eInk versions was the inability to render a page without big gaps between words or even truncated lines when there was a big or hyphenated word in the line. I don't know whether it is just coincidence that I haven't seen that yet with the Oasis, or whether the Amazon Ember font helps (I like this new font a lot) or whether it has been specifically addressed in the newer OS. Whatever, I have not seen that yet and it removes one of my reasons for preferring a tablet over an eReader.First impressions... not great.Read more",black
Amazon Kindle Oasis Premium Leather Battery Cover - Walnut,4.0,"Edit 6/15/17 After three months of use, I still don't love it. It works well, no complaints, but it marks up easily and the sides began flaking off. My original black cover had shown signs of wear due to repeatedly falling asleep with it folded back. I was much more careful with the merlot, and it showed more signs after a shorter period of time. And the flaky thing along the sides looks and feels just cheap. And for 90, I would expect real leather. So I switched back to my original black cover and I'm just letting it age with the device. I guess the plus side is that the merlot made me like the black cover more, but the downside is it cost 90 to do so. Ridiculous.As stated in the title, I love my Oasis. I've had it for about six months and, with the exception of the defective first one I received which was promptly replaced, I haven't had a problem out of it. I had gotten the black cover because black is my default choice, always. However, a couple of months ago I had gotten a screen protector and skin for the Oasis, and I just wasn't feeling the black cover anymore. I had considered the merlot (I think the walnut would feel nicer to the touch, but I despise brown leather) so I gave in after much consideration and ordered it. It didn't arrive with the bundle of things that it was supposedly shipped with, but after a quick call to customer service I had a new tracking number. It finally arrived today. I am disappointed to say that I don't love it. It smells funny, as I done remember my original doing. The color is duller than in the picture. Maybe my expectations had overblown due to the wait and the whole two tracking numbers thing, but I just don't love it.Read more",black
Echo Show - Black,4.0,"I've only had my Echo Show just a little over 24 hours now, so please take that into consideration. I currently own the original echo which is in my living room, a dot in my bedroom, and one at work. I have lights, fans, a thermostat, surround sound, and tv all connected to my Alexa devices. Of course I had to buy one with a screen.Initially I wanted to put my show on a 70 inch TV stand by my 60 inch TV. I don't have end tables and quickly came to the realization that a viewing a 7 inch screen from 8 feet away wasn't going to work for me. My Show now sits on my kitchen counter. I figured I'd get more use out of it in my living room because I generally spend more time in their than the kitchen.The problem with displaying the show on a kichen counter is that the screen can only be seen from straight on, so if you aren't standing directly in front of it, it's hard to view the screen. You will have to turn it in a dirction that it would be facing you.As far as I can tell you can not cut the screen off completely, which would make this a bad fit for a bedroom. The clock displays in white with the screen in a dim black by using the command turn off the screen.This device was marketed as a hands free companion in the kitchen for things like recipes. My frustration is when I ask it to pull up a recipe it's inconsistent. Sometimes it wants to send the recipe to my phone, sometimes it wants me to swipe down on the screen to access the cooking directions and ingredients. Why can't I just say Alexa scroll down Why do I have to touch the screen Why does it have to send the recipe to my phone for me to view it when the Show already has a screenI was hoping for more video footage with my daily briefings, but it is very limited.Read more",black
Echo Show - Black,4.0,"I currently own the original echo which is in my living room, a dot in my bedroom, and one at work. I have lights, fans, a thermostat, surround sound, and TV all connected to my Alexa devices. Of course I had to buy one with a screen. I'm a big fan of Alexa, the products have become a routine part of my day. As soon as the Show was available to preorder I ordered one without any hesitation.Initially I wanted to put my show on a 70 inch TV stand by my 60 inch TV where my original Echo was. I figured it wouldn't look bad because I could use it as a digital picture frame also. I don't have end tables and quickly came to the realization that viewing a 7 inch screen from 8 feet away wasn't going to work for me. My Show now sits on my kitchen counter. I figured I'd get more use out of it in my living room because most of my Alexa enabled devices are in there and generally I spend more time in my living room than the kitchen.The problem with displaying the show on a kitchen counter is that the screen can only be seen from straight on if you have a larger kitchen, so if you aren't standing directly in front of it, it's hard to view the screen. You will have to turn it in a direction that it would be facing you.As far as I can tell you can not cut the screen off completely, which would make this a bad fit for a bedroom. The clock displays in white with the screen in a dim black by using the command turn off the screen. *Update* The screen can be cut off.This device was marketed as a hands free companion in the kitchen for things like recipes. My frustration is when I ask it to pull up a recipe it's inconsistent. Sometimes it wants to send the recipe to my phone, sometimes it wants me to swipe down on the screen to access the cooking directions and ingredients.Read more",black
All-New Amazon Fire 7 Tablet Case (7th Generation,3.68,I can read a lot longer without pain in my hands since the cover holds it for me. Very nice shade of blue.,blue
All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.1666666666666665,"Fits well, the easel stand is a little flimsy and the Cobalt Purple is really blue, but for protection it works well.",blue
All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.1666666666666665,"1. While a great idea to make the cover self-standing, it's annoying that it's floppy when not in use.2. I bought the cover because my first Kindle didn't have a cover and often got left on, wearing down the battery. My second Kindle cover had the convenient feature of automatically opening and closing the device. So I wanted that feature on my third Kindle. Even though I think it's over priced, I like the convenience.3. My other cover was black, which often got lost on dark surfaces. This time I got the denim blue, so it's much easier to find from a distance.",black
All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.1666666666666665,"I've had the new Fire HD 8 with the case for about a week. I use it exclusively for reading and listening to audiobooks. So far my only issue with the tablet is the volume drops when the cover is closed. Why is that There is no reason I can think of why my volume needs should change because I closed the lid. BTW, the marine blue is lovely. The speakers are located along the left side of the device so when you close the table case the sound quality which is already mediocre, is noticeably diminished. This is a design flaw that needs to be fixed. I purchased this tablet to replace an impaired ipad mini. For the price, the Fire tablet is a reasonable replacement.",blue
All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.1666666666666665,"In this day and age of rectangles with screens being covered in various ways, its perplexing that you can mess up something as basic as this. It covers the Fire fine. The fit is snug and snaps into place no problem. A hidden magnet auto-wakes/sleeps the display when you open/close it. The fabric collects cat hair like a pair of cheap black pants. Yet worst of all is the fold on the back does an awful job of propping up fire when you want to use it hands free. You can get it to stay, but it often slides out, or just puts the fire at a slightly weird angle. Whether it's in portrait or landscape orientation, the stand on the back is so wonky, that you're better off just using a jar of peanut butter and a couple pieces of chewing gum to get it to stay in place.",black
All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.1666666666666665,"This is an improvement over the Origami case we purchased for my husband's old 2013 Fire 7. He liked the case but the way it would collapse into several sections when trying to close was frustrating for me. This one has only 2 sections, so the folding issue is very minimal and it stands up well in both landscape and portrait as long as the tablet is in the correct orientation. (Just give the tablet a 180 if you can't get it to stand.) I don't usually like blue, but the marine blue of this cover and the tablet is gorgeous and they match perfectly. There is a nice texture to it that helps immensely with the grip as well as being very attractive. The cutouts are precise and allow for charging without removing the cover. I often have difficulty with close fitting hard plastic cases, but I had no trouble removing this one when I needed to. The only downside is that it does pick up a bit of lint at times. Overall, a very nice, classic case.",blue
Fire Kids Edition Tablet,2.5,"I purchased 3 of these Kindle kids edition tablets for my toddlers (ages 4,3,2 years old) And 1 non kids edition one for our older child for Easter. I was quite nervous that they'd break or the cases wouldn't be durable or that they wouldn't be able to use the apps they'd been using on my Samsung Tab S.After considering the price to purchase 3 of them and checking out the apps my husband and I were pretty sure we would purchase them. Then I came across the warranty. 2 year worry free guarantee! Are you kidding me I knew there had to be a catch, I couldn't find one and at that point we were convinced it would be a good investment.I ordered 3 (at the time pink and blue were our only color choices) So we have 1 pink and 2 blue. Which has caused a host of issues on the toddler level (identifying who's tablet is who's as you can imagine)They were easy to set up and create their own profiles and add apps to each of their tables . I love the unlimited freetime, they've had their tables for a few months now and can completely work them themselves and download the apps/movies/books that they want. I don't have to do it for them (with the exception of my 2 year old of course). I was able to link our Disney movies anywhere account with our Amazon account and now they can access all of our Disney digital movies on their tables! Which was a huge win for us! I do wish that Amazon could figure out a way for us to be able to link our Ultraviolet movies, it's a huge bummer that Amazon doesn't offer any app to make that possible. I also love that I can login to my Amazon account and send apps/movies etc to their tablets as I see fit, I can locate and page their tables when they are misplaced and remote lock them if I need to .Read more",blue
